dteday,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_category,temp_category,cnt_binned,temp_binned
2012-03-30,10788,2,1,3,14,0,5,1,3,16.400000000000002,20.455000000000002,54.0,0.0,56,173,229,High,Mild,High,Mild
2012-03-30,10789,2,1,3,15,0,5,1,3,17.22,21.21,54.0,0.0,73,207,280,High,Mild,High,Mild
2012-03-30,10790,2,1,3,16,0,5,1,3,16.400000000000002,20.455000000000002,62.0,19.0012,75,292,367,High,Mild,High,Mild
2012-03-30,10791,2,1,3,17,0,5,1,2,16.400000000000002,20.455000000000002,62.0,15.001299999999999,93,513,606,High,Mild,High,Mild
2012-03-30,10792,2,1,3,18,0,5,1,1,17.22,21.21,54.0,12.998000000000001,68,492,560,High,Mild,High,Mild
2012-03-30,10793,2,1,3,19,0,5,1,1,16.400000000000002,20.455000000000002,62.0,15.001299999999999,42,353,395,High,Mild,High,Mild
2012-03-30,10794,2,1,3,20,0,5,1,1,16.400000000000002,20.455000000000002,62.0,11.0014,17,192,209,High,Mild,High,Mild
2012-03-30,10795,2,1,3,21,0,5,1,1,15.58,19.695,66.0,8.9981,30,190,220,High,Mild,High,Mild
2012-03-30,10796,2,1,3,22,0,5,1,1,14.76,17.424999999999997,71.0,11.0014,23,130,153,Medium,Mild,Medium,Mild
2012-03-30,10797,2,1,3,23,0,5,1,1,14.76,18.94,71.0,0.0,16,107,123,Medium,Mild,Medium,Mild
2012-03-31,10798,2,1,3,0,0,6,0,1,15.58,19.695,82.0,12.998000000000001,12,80,92,Medium,Mild,Medium,Mild
2012-03-31,10799,2,1,3,1,0,6,0,2,16.400000000000002,20.455000000000002,76.0,12.998000000000001,17,65,82,Medium,Mild,Medium,Mild
2012-03-31,10800,2,1,3,2,0,6,0,2,17.22,21.21,77.0,16.997899999999998,14,55,69,Medium,Mild,Medium,Mild
2012-03-31,10801,2,1,3,3,0,6,0,1,16.400000000000002,20.455000000000002,82.0,16.997899999999998,10,21,31,Low,Mild,Low,Mild
2012-03-31,10802,2,1,3,4,0,6,0,1,17.22,21.21,77.0,27.999299999999998,4,4,8,Low,Mild,Low,Mild
2012-03-31,10803,2,1,3,5,0,6,0,1,16.400000000000002,20.455000000000002,82.0,15.001299999999999,0,5,5,Low,Mild,Low,Mild
2012-03-31,10804,2,1,3,6,0,6,0,2,14.76,17.424999999999997,87.0,11.0014,7,16,23,Low,Mild,Low,Mild
2012-03-31,10805,2,1,3,7,0,6,0,2,14.76,17.424999999999997,87.0,11.0014,5,39,44,Low,Mild,Low,Mild
2012-03-31,10806,2,1,3,8,0,6,0,2,14.76,17.424999999999997,87.0,12.998000000000001,19,126,145,Medium,Mild,Medium,Mild
2012-03-31,10807,2,1,3,9,0,6,0,2,16.400000000000002,20.455000000000002,76.0,12.998000000000001,62,161,223,High,Mild,High,Mild
2012-03-31,10808,2,1,3,10,0,6,0,2,16.400000000000002,20.455000000000002,76.0,8.9981,108,205,313,High,Mild,High,Mild
2012-03-31,10809,2,1,3,11,0,6,0,1,18.86,22.725,72.0,8.9981,184,279,463,High,Mild,High,Mild
2012-03-31,10810,2,1,3,12,0,6,0,1,19.68,23.485,67.0,0.0,263,358,621,High,Mild,High,Mild
2012-03-31,10811,2,1,3,13,0,6,0,1,22.14,25.759999999999998,60.0,8.9981,265,373,638,High,Mild,High,Mild
2012-03-31,10812,2,1,3,14,0,6,0,2,20.5,24.240000000000002,63.0,16.997899999999998,240,311,551,High,Mild,High,Mild
2012-03-31,10813,2,1,3,15,0,6,0,2,21.32,25.0,59.0,19.0012,275,330,605,High,Mild,High,Mild
2012-03-31,10814,2,1,3,16,0,6,0,2,20.5,24.240000000000002,63.0,19.999499999999998,243,292,535,High,Mild,High,Mild
2012-03-31,10815,2,1,3,17,0,6,0,1,19.68,23.485,67.0,27.999299999999998,238,305,543,High,Mild,High,Mild
2012-03-31,10816,2,1,3,18,0,6,0,2,18.04,21.97,72.0,31.0009,102,239,341,High,Mild,High,Mild
2012-03-31,10817,2,1,3,19,0,6,0,1,17.22,21.21,71.0,30.002599999999997,93,191,284,High,Mild,High,Mild
2012-03-31,10818,2,1,3,20,0,6,0,2,16.400000000000002,20.455000000000002,71.0,22.0028,52,156,208,High,Mild,High,Mild
2012-03-31,10819,2,1,3,21,0,6,0,2,16.400000000000002,20.455000000000002,71.0,22.0028,36,107,143,Medium,Mild,Medium,Mild
2012-03-31,10820,2,1,3,22,0,6,0,2,15.58,19.695,71.0,16.997899999999998,40,116,156,Medium,Mild,Medium,Mild
2012-03-31,10821,2,1,3,23,0,6,0,2,14.76,16.665,76.0,19.0012,12,100,112,Medium,Mild,Medium,Mild
2012-04-01,10822,2,1,4,0,0,0,0,2,14.76,16.665,76.0,16.997899999999998,8,59,67,Medium,Mild,Medium,Mild
2012-04-01,10823,2,1,4,1,0,0,0,2,14.76,17.424999999999997,76.0,11.0014,13,49,62,Medium,Mild,Medium,Mild
2012-04-01,10824,2,1,4,2,0,0,0,2,14.76,17.424999999999997,76.0,11.0014,20,61,81,Medium,Mild,Medium,Mild
2012-04-01,10825,2,1,4,3,0,0,0,2,13.940000000000001,16.665,81.0,8.9981,4,21,25,Low,Mild,Low,Mild
2012-04-01,10826,2,1,4,4,0,0,0,2,13.940000000000001,17.424999999999997,81.0,6.0032,3,9,12,Low,Mild,Low,Mild
2012-04-01,10827,2,1,4,5,0,0,0,2,13.940000000000001,17.424999999999997,81.0,6.0032,8,10,18,Low,Mild,Low,Mild
2012-04-01,10828,2,1,4,6,0,0,0,2,14.76,17.424999999999997,76.0,8.9981,9,88,97,Medium,Mild,Medium,Mild
2012-04-01,10829,2,1,4,7,0,0,0,2,14.76,17.424999999999997,71.0,8.9981,29,55,84,Medium,Mild,Medium,Mild
2012-04-01,10830,2,1,4,8,0,0,0,2,14.76,18.18,76.0,6.0032,37,88,125,Medium,Mild,Medium,Mild
2012-04-01,10831,2,1,4,9,0,0,0,2,14.76,17.424999999999997,81.0,8.9981,102,173,275,High,Mild,High,Mild
2012-04-01,10832,2,1,4,10,0,0,0,2,16.400000000000002,20.455000000000002,71.0,7.0015,132,228,360,High,Mild,High,Mild
2012-04-01,10833,2,1,4,11,0,0,0,2,16.400000000000002,20.455000000000002,71.0,12.998000000000001,180,271,451,High,Mild,High,Mild
2012-04-01,10834,2,1,4,12,0,0,0,2,17.22,21.21,67.0,15.001299999999999,187,258,445,High,Mild,High,Mild
2012-04-01,10835,2,1,4,13,0,0,0,2,18.04,21.97,62.0,12.998000000000001,190,274,464,High,Mild,High,Mild
2012-04-01,10836,2,1,4,14,0,0,0,2,19.68,23.485,55.00000000000001,15.001299999999999,283,278,561,High,Mild,High,Mild
2012-04-01,10837,2,1,4,15,0,0,0,1,20.5,24.240000000000002,55.00000000000001,16.997899999999998,295,278,573,High,Mild,High,Mild
2012-04-01,10838,2,1,4,16,0,0,0,1,21.32,25.0,52.0,16.997899999999998,236,275,511,High,Mild,High,Mild
2012-04-01,10839,2,1,4,17,0,0,0,1,21.32,25.0,55.00000000000001,19.0012,232,323,555,High,Mild,High,Mild
2012-04-01,10840,2,1,4,18,0,0,0,1,21.32,25.0,52.0,19.999499999999998,153,279,432,High,Mild,High,Mild
2012-04-01,10841,2,1,4,19,0,0,0,1,21.32,25.0,55.00000000000001,15.001299999999999,110,236,346,High,Mild,High,Mild
2012-04-01,10842,2,1,4,20,0,0,0,2,20.5,24.240000000000002,59.0,15.001299999999999,66,166,232,High,Mild,High,Mild
2012-04-01,10843,2,1,4,21,0,0,0,2,20.5,24.240000000000002,59.0,11.0014,33,101,134,Medium,Mild,Medium,Mild
2012-04-01,10844,2,1,4,22,0,0,0,3,20.5,24.240000000000002,63.0,7.0015,7,61,68,Medium,Mild,Medium,Mild
2012-04-01,10845,2,1,4,23,0,0,0,3,18.86,22.725,72.0,0.0,10,53,63,Medium,Mild,Medium,Mild
2012-04-02,10846,2,1,4,0,0,1,1,3,18.04,21.97,82.0,7.0015,6,11,17,Low,Mild,Low,Mild
2012-04-02,10847,2,1,4,1,0,1,1,3,17.22,21.21,88.0,6.0032,0,5,5,Low,Mild,Low,Mild
2012-04-02,10848,2,1,4,2,0,1,1,3,18.04,21.97,94.0,8.9981,2,3,5,Low,Mild,Low,Mild
2012-04-02,10849,2,1,4,4,0,1,1,1,16.400000000000002,20.455000000000002,76.0,32.9975,2,2,4,Low,Mild,Low,Mild
2012-04-02,10850,2,1,4,5,0,1,1,1,16.400000000000002,20.455000000000002,76.0,32.9975,2,22,24,Low,Mild,Low,Mild
2012-04-02,10851,2,1,4,6,0,1,1,1,14.76,15.909999999999998,71.0,31.0009,6,104,110,Medium,Mild,Medium,Mild
2012-04-02,10852,2,1,4,7,0,1,1,1,13.940000000000001,15.15,66.0,26.0027,12,294,306,High,Mild,High,Mild
2012-04-02,10853,2,1,4,8,0,1,1,1,14.76,16.665,56.99999999999999,22.0028,36,553,589,High,Mild,High,Mild
2012-04-02,10854,2,1,4,9,0,1,1,1,15.58,19.695,54.0,23.9994,52,265,317,High,Mild,High,Mild
2012-04-02,10855,2,1,4,10,0,1,1,1,16.400000000000002,20.455000000000002,50.0,35.0008,85,119,204,High,Mild,High,Mild
2012-04-02,10856,2,1,4,11,0,1,1,1,17.22,21.21,47.0,30.002599999999997,81,128,209,High,Mild,High,Mild
2012-04-02,10857,2,1,4,12,0,1,1,1,18.04,21.97,44.0,30.002599999999997,100,181,281,High,Mild,High,Mild
2012-04-02,10858,2,1,4,13,0,1,1,1,18.86,22.725,36.0,19.999499999999998,97,184,281,High,Mild,High,Mild
2012-04-02,10859,2,1,4,14,0,1,1,1,18.86,22.725,31.0,27.999299999999998,127,141,268,High,Mild,High,Mild
2012-04-02,10860,2,1,4,15,0,1,1,1,19.68,23.485,33.0,27.999299999999998,132,192,324,High,Mild,High,Mild
2012-04-02,10861,2,1,4,16,0,1,1,1,20.5,24.240000000000002,34.0,22.0028,104,291,395,High,Mild,High,Mild
2012-04-02,10862,2,1,4,17,0,1,1,1,20.5,24.240000000000002,28.999999999999996,19.0012,128,601,729,High,Mild,High,Mild
2012-04-02,10863,2,1,4,18,0,1,1,1,20.5,24.240000000000002,27.0,16.997899999999998,75,543,618,High,Mild,High,Mild
2012-04-02,10864,2,1,4,19,0,1,1,1,20.5,24.240000000000002,27.0,16.997899999999998,66,428,494,High,Mild,High,Mild
2012-04-02,10865,2,1,4,20,0,1,1,1,18.86,22.725,31.0,11.0014,48,281,329,High,Mild,High,Mild
2012-04-02,10866,2,1,4,21,0,1,1,1,18.86,22.725,28.000000000000004,8.9981,24,214,238,High,Mild,High,Mild
2012-04-02,10867,2,1,4,22,0,1,1,1,17.22,21.21,44.0,12.998000000000001,17,106,123,Medium,Mild,Medium,Mild
2012-04-02,10868,2,1,4,23,0,1,1,1,18.04,21.97,35.0,11.0014,6,60,66,Medium,Mild,Medium,Mild
2012-04-03,10869,2,1,4,0,0,2,1,1,16.400000000000002,20.455000000000002,43.0,8.9981,1,32,33,Low,Mild,Low,Mild
2012-04-03,10870,2,1,4,1,0,2,1,1,15.58,19.695,46.0,15.001299999999999,0,11,11,Low,Mild,Low,Mild
2012-04-03,10871,2,1,4,2,0,2,1,1,14.76,17.424999999999997,53.0,11.0014,0,5,5,Low,Mild,Low,Mild
2012-04-03,10872,2,1,4,3,0,2,1,1,15.58,19.695,46.0,0.0,0,3,3,Low,Mild,Low,Mild
2012-04-03,10873,2,1,4,4,0,2,1,1,13.120000000000001,16.665,66.0,6.0032,0,1,1,Low,Mild,Low,Mild
2012-04-03,10874,2,1,4,5,0,2,1,1,13.120000000000001,16.665,66.0,6.0032,2,25,27,Low,Mild,Low,Mild
2012-04-03,10875,2,1,4,6,0,2,1,1,12.299999999999999,15.909999999999998,61.0,6.0032,2,98,100,Medium,Mild,Medium,Mild
2012-04-03,10876,2,1,4,7,0,2,1,1,13.120000000000001,16.665,66.0,6.0032,14,327,341,High,Mild,High,Mild
2012-04-03,10877,2,1,4,8,0,2,1,1,13.940000000000001,18.18,56.99999999999999,0.0,27,577,604,High,Mild,High,Mild
2012-04-03,10878,2,1,4,9,0,2,1,1,17.22,21.21,38.0,6.0032,54,354,408,High,Mild,High,Mild
2012-04-03,10879,2,1,4,10,0,2,1,1,18.04,21.97,33.0,0.0,77,142,219,High,Mild,High,Mild
2012-04-03,10880,2,1,4,11,0,2,1,1,19.68,23.485,23.0,0.0,91,167,258,High,Mild,High,Mild
2012-04-03,10881,2,1,4,12,0,2,1,1,21.32,25.0,25.0,0.0,101,230,331,High,Mild,High,Mild
2012-04-03,10882,2,1,4,13,0,2,1,1,22.96,26.515,19.0,16.997899999999998,120,225,345,High,Mild,High,Mild
2012-04-03,10883,2,1,4,14,0,2,1,1,22.96,26.515,21.0,15.001299999999999,120,191,311,High,Mild,High,Mild
2012-04-03,10884,2,1,4,15,0,2,1,1,24.599999999999998,29.544999999999998,20.0,12.998000000000001,109,207,316,High,Mild,High,Mild
2012-04-03,10885,2,1,4,16,0,2,1,1,25.419999999999998,30.305,21.0,11.0014,145,340,485,High,Hot,High,Hot
2012-04-03,10886,2,1,4,17,0,2,1,1,25.419999999999998,30.305,17.0,12.998000000000001,123,634,757,High,Hot,High,Hot
2012-04-03,10887,2,1,4,18,0,2,1,1,24.599999999999998,30.305,26.0,11.0014,139,661,800,High,Mild,High,Mild
2012-04-03,10888,2,1,4,19,0,2,1,1,22.96,26.515,26.0,7.0015,98,460,558,High,Mild,High,Mild
2012-04-03,10889,2,1,4,20,0,2,1,1,22.96,26.515,24.0,8.9981,54,325,379,High,Mild,High,Mild
2012-04-03,10890,2,1,4,21,0,2,1,1,22.14,25.759999999999998,45.0,0.0,33,210,243,High,Mild,High,Mild
2012-04-03,10891,2,1,4,22,0,2,1,1,20.5,24.240000000000002,51.0,0.0,25,133,158,Medium,Mild,Medium,Mild
2012-04-03,10892,2,1,4,23,0,2,1,1,20.5,24.240000000000002,59.0,0.0,13,66,79,Medium,Mild,Medium,Mild
2012-04-04,10893,2,1,4,0,0,3,1,1,19.68,23.485,48.0,0.0,18,23,41,Low,Mild,Low,Mild
2012-04-04,10894,2,1,4,1,0,3,1,1,18.86,22.725,59.0,0.0,0,11,11,Low,Mild,Low,Mild
2012-04-04,10895,2,1,4,2,0,3,1,1,18.86,22.725,51.0,0.0,0,5,5,Low,Mild,Low,Mild
2012-04-04,10896,2,1,4,3,0,3,1,1,18.04,21.97,57.99999999999999,6.0032,0,3,3,Low,Mild,Low,Mild
2012-04-04,10897,2,1,4,4,0,3,1,1,17.22,21.21,67.0,6.0032,0,1,1,Low,Mild,Low,Mild
2012-04-04,10898,2,1,4,5,0,3,1,1,17.22,21.21,67.0,6.0032,0,27,27,Low,Mild,Low,Mild
2012-04-04,10899,2,1,4,6,0,3,1,2,17.22,21.21,57.99999999999999,0.0,6,120,126,Medium,Mild,Medium,Mild
2012-04-04,10900,2,1,4,7,0,3,1,2,18.04,21.97,62.0,0.0,12,354,366,High,Mild,High,Mild
2012-04-04,10901,2,1,4,8,0,3,1,2,18.04,21.97,72.0,7.0015,31,653,684,High,Mild,High,Mild
2012-04-04,10902,2,1,4,9,0,3,1,2,19.68,23.485,55.00000000000001,8.9981,47,316,363,High,Mild,High,Mild
2012-04-04,10903,2,1,4,10,0,3,1,2,22.14,25.759999999999998,45.0,8.9981,68,99,167,Medium,Mild,Medium,Mild
2012-04-04,10904,2,1,4,11,0,3,1,2,24.599999999999998,31.06,43.0,23.9994,61,152,213,High,Mild,High,Mild
2012-04-04,10905,2,1,4,12,0,3,1,2,24.599999999999998,31.06,46.0,27.999299999999998,73,210,283,High,Mild,High,Mild
2012-04-04,10906,2,1,4,13,0,3,1,2,24.599999999999998,31.06,46.0,16.997899999999998,70,181,251,High,Mild,High,Mild
2012-04-04,10907,2,1,4,14,0,3,1,2,25.419999999999998,31.06,46.0,12.998000000000001,82,176,258,High,Hot,High,Hot
2012-04-04,10908,2,1,4,15,0,3,1,2,26.240000000000002,31.06,44.0,19.0012,86,182,268,High,Hot,High,Hot
2012-04-04,10909,2,1,4,16,0,3,1,2,26.240000000000002,31.06,44.0,19.0012,86,304,390,High,Hot,High,Hot
2012-04-04,10910,2,1,4,17,0,3,1,1,27.060000000000002,31.06,41.0,19.999499999999998,99,645,744,High,Hot,High,Hot
2012-04-04,10911,2,1,4,18,0,3,1,1,27.060000000000002,31.06,41.0,16.997899999999998,113,646,759,High,Hot,High,Hot
2012-04-04,10912,2,1,4,19,0,3,1,1,27.060000000000002,31.06,39.0,15.001299999999999,75,419,494,High,Hot,High,Hot
2012-04-04,10913,2,1,4,20,0,3,1,1,26.240000000000002,31.06,27.0,15.001299999999999,39,333,372,High,Hot,High,Hot
2012-04-04,10914,2,1,4,21,0,3,1,1,24.599999999999998,30.305,23.0,22.0028,43,255,298,High,Mild,High,Mild
2012-04-04,10915,2,1,4,22,0,3,1,1,22.96,26.515,22.0,11.0014,30,151,181,Medium,Mild,Medium,Mild
2012-04-04,10916,2,1,4,23,0,3,1,1,21.32,25.0,23.0,27.999299999999998,19,112,131,Medium,Mild,Medium,Mild
2012-04-05,10917,2,1,4,0,0,4,1,1,21.32,25.0,23.0,27.999299999999998,12,33,45,Low,Mild,Low,Mild
2012-04-05,10918,2,1,4,1,0,4,1,1,19.68,23.485,27.0,22.0028,4,9,13,Low,Mild,Low,Mild
2012-04-05,10919,2,1,4,2,0,4,1,1,18.86,22.725,33.0,30.002599999999997,7,11,18,Low,Mild,Low,Mild
2012-04-05,10920,2,1,4,3,0,4,1,1,17.22,21.21,41.0,19.999499999999998,0,5,5,Low,Mild,Low,Mild
2012-04-05,10921,2,1,4,4,0,4,1,1,15.58,19.695,43.0,19.0012,0,1,1,Low,Mild,Low,Mild
2012-04-05,10922,2,1,4,5,0,4,1,1,15.58,19.695,43.0,19.0012,1,28,29,Low,Mild,Low,Mild
2012-04-05,10923,2,1,4,6,0,4,1,1,14.76,16.665,46.0,22.0028,8,118,126,Medium,Mild,Medium,Mild
2012-04-05,10924,2,1,4,7,0,4,1,1,13.940000000000001,16.665,49.0,12.998000000000001,15,339,354,High,Mild,High,Mild
2012-04-05,10925,2,1,4,8,0,4,1,1,14.76,17.424999999999997,46.0,15.001299999999999,28,610,638,High,Mild,High,Mild
2012-04-05,10926,2,1,4,9,0,4,1,1,16.400000000000002,20.455000000000002,37.0,16.997899999999998,61,290,351,High,Mild,High,Mild
2012-04-05,10927,2,1,4,10,0,4,1,1,17.22,21.21,35.0,19.0012,88,158,246,High,Mild,High,Mild
2012-04-05,10928,2,1,4,11,0,4,1,2,17.22,21.21,38.0,15.001299999999999,109,159,268,High,Mild,High,Mild
2012-04-05,10929,2,1,4,12,0,4,1,1,18.04,21.97,33.0,0.0,66,210,276,High,Mild,High,Mild
2012-04-05,10930,2,1,4,13,0,4,1,1,18.86,22.725,31.0,0.0,89,202,291,High,Mild,High,Mild
2012-04-05,10931,2,1,4,14,0,4,1,1,18.86,22.725,33.0,11.0014,143,144,287,High,Mild,High,Mild
2012-04-05,10932,2,1,4,15,0,4,1,1,20.5,24.240000000000002,31.0,7.0015,98,171,269,High,Mild,High,Mild
2012-04-05,10933,2,1,4,16,0,4,1,1,20.5,24.240000000000002,31.0,12.998000000000001,84,318,402,High,Mild,High,Mild
2012-04-05,10934,2,1,4,17,0,4,1,1,20.5,24.240000000000002,31.0,11.0014,145,677,822,High,Mild,High,Mild
2012-04-05,10935,2,1,4,18,0,4,1,1,20.5,24.240000000000002,31.0,7.0015,80,618,698,High,Mild,High,Mild
2012-04-05,10936,2,1,4,19,0,4,1,1,19.68,23.485,31.0,16.997899999999998,64,423,487,High,Mild,High,Mild
2012-04-05,10937,2,1,4,20,0,4,1,1,18.04,21.97,41.0,12.998000000000001,33,279,312,High,Mild,High,Mild
2012-04-05,10938,2,1,4,21,0,4,1,1,17.22,21.21,47.0,12.998000000000001,25,209,234,High,Mild,High,Mild
2012-04-05,10939,2,1,4,22,0,4,1,1,16.400000000000002,20.455000000000002,47.0,12.998000000000001,20,129,149,Medium,Mild,Medium,Mild
2012-04-05,10940,2,1,4,23,0,4,1,1,16.400000000000002,20.455000000000002,50.0,8.9981,12,124,136,Medium,Mild,Medium,Mild
2012-04-06,10941,2,1,4,0,0,5,1,1,16.400000000000002,20.455000000000002,43.0,0.0,12,49,61,Medium,Mild,Medium,Mild
2012-04-06,10942,2,1,4,1,0,5,1,1,14.76,17.424999999999997,62.0,8.9981,10,28,38,Low,Mild,Low,Mild
2012-04-06,10943,2,1,4,2,0,5,1,1,14.76,16.665,50.0,26.0027,6,5,11,Low,Mild,Low,Mild
2012-04-06,10944,2,1,4,3,0,5,1,1,13.940000000000001,15.15,53.0,22.0028,3,5,8,Low,Mild,Low,Mild
2012-04-06,10945,2,1,4,4,0,5,1,1,13.940000000000001,15.909999999999998,49.0,16.997899999999998,2,3,5,Low,Mild,Low,Mild
2012-04-06,10946,2,1,4,5,0,5,1,1,13.120000000000001,15.15,53.0,22.0028,0,23,23,Low,Mild,Low,Mild
2012-04-06,10947,2,1,4,6,0,5,1,1,12.299999999999999,13.635,49.0,26.0027,0,80,80,Medium,Mild,Medium,Mild
2012-04-06,10948,2,1,4,7,0,5,1,1,12.299999999999999,14.395,49.0,19.0012,15,231,246,High,Mild,High,Mild
2012-04-06,10949,2,1,4,8,0,5,1,1,12.299999999999999,13.635,49.0,22.0028,19,489,508,High,Mild,High,Mild
2012-04-06,10950,2,1,4,9,0,5,1,1,13.940000000000001,15.15,42.0,22.0028,58,318,376,High,Mild,High,Mild
2012-04-06,10951,2,1,4,10,0,5,1,1,14.76,16.665,40.0,22.0028,81,157,238,High,Mild,High,Mild
2012-04-06,10952,2,1,4,11,0,5,1,1,16.400000000000002,20.455000000000002,37.0,19.999499999999998,112,179,291,High,Mild,High,Mild
2012-04-06,10953,2,1,4,12,0,5,1,1,17.22,21.21,35.0,19.999499999999998,113,224,337,High,Mild,High,Mild
2012-04-06,10954,2,1,4,13,0,5,1,1,18.04,21.97,33.0,22.0028,173,238,411,High,Mild,High,Mild
2012-04-06,10955,2,1,4,14,0,5,1,1,19.68,23.485,28.999999999999996,26.0027,240,250,490,High,Mild,High,Mild
2012-04-06,10956,2,1,4,15,0,5,1,1,20.5,24.240000000000002,27.0,19.0012,218,319,537,High,Mild,High,Mild
2012-04-06,10957,2,1,4,16,0,5,1,1,20.5,24.240000000000002,22.0,27.999299999999998,184,352,536,High,Mild,High,Mild
2012-04-06,10958,2,1,4,17,0,5,1,1,21.32,25.0,23.0,27.999299999999998,172,483,655,High,Mild,High,Mild
2012-04-06,10959,2,1,4,18,0,5,1,1,20.5,24.240000000000002,22.0,31.0009,104,380,484,High,Mild,High,Mild
2012-04-06,10960,2,1,4,19,0,5,1,1,19.68,23.485,23.0,19.999499999999998,115,297,412,High,Mild,High,Mild
2012-04-06,10961,2,1,4,20,0,5,1,1,18.86,22.725,24.0,19.0012,61,191,252,High,Mild,High,Mild
2012-04-06,10962,2,1,4,21,0,5,1,1,18.04,21.97,26.0,8.9981,54,136,190,Medium,Mild,Medium,Mild
2012-04-06,10963,2,1,4,22,0,5,1,1,16.400000000000002,20.455000000000002,35.0,15.001299999999999,34,124,158,Medium,Mild,Medium,Mild
2012-04-06,10964,2,1,4,23,0,5,1,1,17.22,21.21,30.0,19.0012,21,92,113,Medium,Mild,Medium,Mild
2012-04-07,10965,2,1,4,0,0,6,0,1,17.22,21.21,26.0,19.999499999999998,9,85,94,Medium,Mild,Medium,Mild
2012-04-07,10966,2,1,4,1,0,6,0,1,16.400000000000002,20.455000000000002,28.000000000000004,16.997899999999998,9,60,69,Medium,Mild,Medium,Mild
2012-04-07,10967,2,1,4,2,0,6,0,1,14.76,16.665,28.999999999999996,23.9994,11,25,36,Low,Mild,Low,Mild
2012-04-07,10968,2,1,4,3,0,6,0,1,14.76,16.665,32.0,16.997899999999998,7,21,28,Low,Mild,Low,Mild
2012-04-07,10969,2,1,4,4,0,6,0,1,13.120000000000001,15.909999999999998,36.0,11.0014,3,4,7,Low,Mild,Low,Mild
2012-04-07,10970,2,1,4,5,0,6,0,1,13.120000000000001,15.909999999999998,33.0,11.0014,0,2,2,Low,Mild,Low,Mild
2012-04-07,10971,2,1,4,6,0,6,0,1,13.120000000000001,15.909999999999998,36.0,12.998000000000001,1,18,19,Low,Mild,Low,Mild
2012-04-07,10972,2,1,4,7,0,6,0,1,13.120000000000001,15.15,33.0,19.0012,14,40,54,Medium,Mild,Medium,Mild
2012-04-07,10973,2,1,4,8,0,6,0,1,13.940000000000001,15.909999999999998,34.0,16.997899999999998,29,94,123,Medium,Mild,Medium,Mild
2012-04-07,10974,2,1,4,9,0,6,0,1,16.400000000000002,20.455000000000002,30.0,16.997899999999998,103,173,276,High,Mild,High,Mild
2012-04-07,10975,2,1,4,10,0,6,0,1,17.22,21.21,28.000000000000004,16.997899999999998,187,176,363,High,Mild,High,Mild
2012-04-07,10976,2,1,4,11,0,6,0,1,18.04,21.97,24.0,19.999499999999998,251,244,495,High,Mild,High,Mild
2012-04-07,10977,2,1,4,12,0,6,0,1,18.86,22.725,23.0,26.0027,320,270,590,High,Mild,High,Mild
2012-04-07,10978,2,1,4,13,0,6,0,1,20.5,24.240000000000002,22.0,12.998000000000001,355,288,643,High,Mild,High,Mild
2012-04-07,10979,2,1,4,14,0,6,0,1,20.5,24.240000000000002,22.0,19.999499999999998,326,252,578,High,Mild,High,Mild
2012-04-07,10980,2,1,4,15,0,6,0,1,21.32,25.0,19.0,27.999299999999998,321,305,626,High,Mild,High,Mild
2012-04-07,10981,2,1,4,16,0,6,0,1,22.14,25.759999999999998,19.0,26.0027,354,261,615,High,Mild,High,Mild
2012-04-07,10982,2,1,4,17,0,6,0,1,22.14,25.759999999999998,19.0,27.999299999999998,299,268,567,High,Mild,High,Mild
2012-04-07,10983,2,1,4,18,0,6,0,1,22.14,25.759999999999998,18.0,19.999499999999998,227,290,517,High,Mild,High,Mild
2012-04-07,10984,2,1,4,19,0,6,0,1,22.14,25.759999999999998,16.0,22.0028,170,243,413,High,Mild,High,Mild
2012-04-07,10985,2,1,4,20,0,6,0,1,20.5,24.240000000000002,20.0,15.001299999999999,73,135,208,High,Mild,High,Mild
2012-04-07,10986,2,1,4,21,0,6,0,1,20.5,24.240000000000002,20.0,12.998000000000001,75,159,234,High,Mild,High,Mild
2012-04-07,10987,2,1,4,22,0,6,0,1,19.68,23.485,20.0,12.998000000000001,76,106,182,Medium,Mild,Medium,Mild
2012-04-07,10988,2,1,4,23,0,6,0,1,18.86,22.725,23.0,15.001299999999999,32,86,118,Medium,Mild,Medium,Mild
2012-04-08,10989,2,1,4,0,0,0,0,1,18.04,21.97,24.0,15.001299999999999,21,64,85,Medium,Mild,Medium,Mild
2012-04-08,10990,2,1,4,1,0,0,0,1,18.04,21.97,24.0,15.001299999999999,14,50,64,Medium,Mild,Medium,Mild
2012-04-08,10991,2,1,4,2,0,0,0,1,18.04,21.97,24.0,15.001299999999999,7,25,32,Low,Mild,Low,Mild
2012-04-08,10992,2,1,4,3,0,0,0,1,17.22,21.21,26.0,8.9981,8,18,26,Low,Mild,Low,Mild
2012-04-08,10993,2,1,4,4,0,0,0,1,16.400000000000002,20.455000000000002,40.0,0.0,0,7,7,Low,Mild,Low,Mild
2012-04-08,10994,2,1,4,5,0,0,0,1,15.58,19.695,46.0,0.0,4,8,12,Low,Mild,Low,Mild
2012-04-08,10995,2,1,4,6,0,0,0,1,14.76,18.94,37.0,0.0,7,21,28,Low,Mild,Low,Mild
2012-04-08,10996,2,1,4,7,0,0,0,1,15.58,19.695,27.0,11.0014,12,25,37,Low,Mild,Low,Mild
